Family,Genus,Species,Museum_number,Date,Year,Country,Location,Latitude,Longitude,Reference,Holotype,Checked
Rhinolophidae,Rhinolophus,capensis,KM1824,15-Feb-38,1938,South Africa,"Piquetburg, N of",-32.61,18.78,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,capensis,TM8983,11-Sep-40,1940,South Africa,Riversdale,-34.02,21.22,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,capensis,NMZB59388,29-Jul-68,1968,South Africa,Skoenmakerskop,-33.97,25.6,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,capensis,NMZB62005,25-Aug-68,1968,South Africa,"Grahamstown, 12 km NW",-33.12,26.37,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,capensis,NMZB62158,16-Sep-72,1972,South Africa,Storms R Gorge,-34,23.87,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,capensis,NMZB62159,10-Nov-72,1972,South Africa,"Table Farm, Salerm",-33.37,26.37,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,capensis,TM29066,11-Jan-78,1978,South Africa,"De Hoop, NR",-34.43,20.42,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,capensis,KM21166,07-May-78,1978,South Africa,Hankey,-33.82,24.85,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,capensis,KM25504,13-Mar-80,1980,South Africa,Wodehouse,-31.33,26.68,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,capensis,KM23852,14-May-80,1980,South Africa,Humansdorp,-33.98,23.65,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,capensis,KM25630,10-Nov-80,1980,South Africa,Somerset East,-33.27,25.68,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,capensis,KM28199,10-Nov-82,1982,South Africa,Namaqualand,-28.29,16.97,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,capensis,KM28938,27-Feb-84,1984,South Africa,Vredendal,-31.76,18.23,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,capensis,KM31142,06-Jun-85,1985,South Africa,Bathurst,-33.58,26.89,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,capensis,TM40499,11-Oct-88,1988,South Africa,"Stutterheim, 12km W",-32.52,27.25,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,capensis,TM40523,17-Nov-88,1988,South Africa,Tsitsikama NP,-34,23.88,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,capensis,TM41471,22-Oct-89,1989,South Africa,Langebaan,-33.12,18.08,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,capensis,TM41560,30-Dec-89,1989,South Africa,Postberg NR,-33.12,18,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,capensis,DM5012,24-Nov-95,1995,South Africa,"Van Rhynsdorp, 7km SE",-31.78,18.62,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,capensis,DM14998,11-Sep-16,2016,South Africa,Fort Fordyce NR,-32.6836,26.4773,Monadjem et al. 2020,,
Rhinolophidae,Rhinolophus,capensis,,03-Nov-16,2016,South Africa,Cango Caves,-33.3919,22.2147,GBIF,,
Rhinolophidae,Rhinolophus,capensis,MHNG,,NA,South Africa,"near Knysna, Bendigo Mine, Goudveld Forest/Province of the Western Cape",-33.8823,23.0009,GBIF,,
Rhinolophidae,Rhinolophus,capensis,SAM ZM14559,,NA,South Africa,"Bushman Cave, Montagu",-33.83,20.17,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,capensis,SAM ZM35665,,NA,South Africa,"De Hoop, NR",-34.43,20.42,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,capensis,ZMB377,,1822,South Africa,Cape of Good Hope,-33.933,18.466,Van Cakenberghe & Seamark 2022,Holotype,
Rhinolophidae,Rhinolophus,cervenyi,NMB6863,23-Nov-88,1988,Lesotho,Sehlabathebe NP,-29.87,29.08,Benda et al. 2024,,Yes
Rhinolophidae,Rhinolophus,cervenyi,NMB6980,01-Feb-89,1989,Lesotho,"Mateanong, 15km E",-29.38,29.13,Benda et al. 2024,,Yes
Rhinolophidae,Rhinolophus,cervenyi,NMB6894,01-Feb-89,1989,Lesotho,"Mokhotlong, Mateanong",-29.38,29.13,Benda et al. 2024,,Yes
Rhinolophidae,Rhinolophus,cervenyi,NMB7350,19-Oct-89,1989,Lesotho,"Thaba Tseka, Ha Natla",-29.45,28.183,Benda et al. 2024,,Yes
Rhinolophidae,Rhinolophus,cervenyi,NMB7626,12-Feb-90,1990,South Africa,Jagersfontein Commonage,-29.63,25.38,Benda et al. 2024,,
Rhinolophidae,Rhinolophus,cervenyi,NMB7887,28-Nov-90,1990,South Africa,"Arrarat, Sterkfontein Dam",-28.38,28.88,Taylor et al. 2024,,Yes
Rhinolophidae,Rhinolophus,cervenyi,NMB8222,13-Nov-91,1991,Lesotho,"Mount Moorosi, Quithing",-30.18,27.87,Benda et al. 2024,,Yes
Rhinolophidae,Rhinolophus,cervenyi,NMB8300,12-Dec-91,1991,Lesotho,Pallang,-29.88,27.88,Benda et al. 2024,,Yes
Rhinolophidae,Rhinolophus,cervenyi,NMB8418,20-Feb-92,1992,Lesotho,Butha-Butha,-28.88,28.63,Benda et al. 2024,,Yes
Rhinolophidae,Rhinolophus,cervenyi,NMB8482,10-Mar-92,1992,Lesotho,"Thaba Tseka, Moqotoane",-29.683,28.8,Benda et al. 2024,,Yes
Rhinolophidae,Rhinolophus,cervenyi,NMB97760,17-Feb-13,2013,Lesotho,Sehlabathebe NP,-29.87,29.08,Benda et al. 2024,Holotype,Yes
Rhinolophidae,Rhinolophus,cervenyi,NMP97762,25-Feb-13,2013,Lesotho,Semonkong,-29.85,28.05,Benda et al. 2024,,Yes
Rhinolophidae,Rhinolophus,cervenyi,MSNG42305,,1891,Lesotho,Hermon,-29.7333,27.117,Benda et al. 2024,,Yes
Rhinolophidae,Rhinolophus,cervenyi,KM21087,,1978,Lesotho,"Roma, 3km S",-29.467,27.717,Benda et al. 2024,,Yes
Rhinolophidae,Rhinolophus,cervenyi,,,NA,South Africa,Alpine far from water,-28.7528,28.8832,Taylor et al. 2024,,Yes
Rhinolophidae,Rhinolophus,cervenyi,,,NA,South Africa,Basutu Cultural Village_near water,-28.4773,28.7189,Taylor et al. 2024,,Yes
Rhinolophidae,Rhinolophus,cervenyi,,,NA,South Africa,Dam below lodge,-28.6771,28.9019,Taylor et al. 2024,,Yes
Rhinolophidae,Rhinolophus,cervenyi,,,NA,South Africa,Fourieshoek Dam,-28.513,28.1049,Taylor et al. 2024,,Yes
Rhinolophidae,Rhinolophus,cervenyi,,,NA,South Africa,Heritage Farm Dam,-27.9839,29.0718,Taylor et al. 2024,,Yes
Rhinolophidae,Rhinolophus,cervenyi,TM49073,,NA,South Africa,Klipbankspruit 76JT,-25.278,30.099,Taylor et al. 2024,,Yes
Rhinolophidae,Rhinolophus,cervenyi,,,NA,South Africa,Little Caleden River_Far from water,-28.5031,28.6134,Taylor et al. 2024,,Yes
Rhinolophidae,Rhinolophus,cervenyi,TM48192,,NA,South Africa,Schaapplaats,-28.575,28.453,Taylor et al. 2024,,Yes
Rhinolophidae,Rhinolophus,cervenyi,,,NA,South Africa,Schaapplaats Farm,-28.5747,28.4532,Taylor et al. 2024,,Yes
Rhinolophidae,Rhinolophus,cervenyi,NMB7391,,NA,South Africa,Schaapplaats Farm near Clarens,-28.572,28.453,Taylor et al. 2024,,Yes
Rhinolophidae,Rhinolophus,cervenyi,,,NA,South Africa,Sentinel car park,-28.7274,28.8909,Taylor et al. 2024,,Yes
Rhinolophidae,Rhinolophus,cervenyi,TM49237,,NA,South Africa,"Sterkfontein Dam Nature Reserve, Farm Ararat, above waterfall",-28.493,28.973,Taylor et al. 2024,,Yes
Rhinolophidae,Rhinolophus,cervenyi,TM49238,,NA,South Africa,"Sterkfontein Dam Nature Reserve, Farm Ararat, above waterfall",-28.493,28.973,Taylor et al. 2024,,Yes
Rhinolophidae,Rhinolophus,cervenyi,NMB7887,,NA,South Africa,"Sterkfontein Dam, Ararat farm",-28.125,28.875,Taylor et al. 2024,,Yes
Rhinolophidae,Rhinolophus,cervenyi,TM47655,,NA,South Africa,Verlorenvalei,-25.278,30.099,Taylor et al. 2024,,Yes
Rhinolophidae,Rhinolophus,cf. darlingi,ROM,05-Feb-66,1966,Uganda,Soroti,1.7,33.6167,GBIF,,
Rhinolophidae,Rhinolophus,cf. darlingi,USNM,20-Jan-68,1968,Benin,Bimbereke,10.23,2.67,GBIF,,
Rhinolophidae,Rhinolophus,cf. darlingi,ROM,14-Jun-80,1980,Nigeria,"Kagoro, Kaduna Street, North Eastern",9.6,8.4167,GBIF,,
Rhinolophidae,Rhinolophus,cf. darlingi,,,2011,Nigeria,"Ososo, B1",7.41,6.244,Tanshi et al. 2019,,
Rhinolophidae,Rhinolophus,cf. darlingi,BMNH,,NA,Tanzania,Banagi,-2.2833,34.8333,Hill et al. 1988,,
Rhinolophidae,Rhinolophus,cf. denti,USNM,06-Mar-68,1968,Ghana,Pulima,10.85,-2.05,GBIF,,
Rhinolophidae,Rhinolophus,cf. denti,FMNH,25-Jul-69,1969,Ivory Coast,"Banama Blanc, near Tiebila",9.75,-5.8333,GBIF,,
Rhinolophidae,Rhinolophus,cf. denti,,,NA,Cameroon,,4.22,9.17,GBIF,,
Rhinolophidae,Rhinolophus,cf. denti,,,NA,Gabon,,-2.22,10.41,GBIF,,
Rhinolophidae,Rhinolophus,cf. denti,,,1956,Guinea,Kindia,10.0667,-12.85,Eisentraut & Knorr 1957,,
Rhinolophidae,Rhinolophus,cf. denti,,,2007,Guinea,Foye,10.308,-12.275,Weber & Fahr 2007,,
Rhinolophidae,Rhinolophus,cf. denti,,,2007,Guinea,Koba,10.617,-12.333,Weber & Fahr 2007,,
Rhinolophidae,Rhinolophus,cf. denti,,,2007,Guinea,Sougeta,10.15,-12.52,Weber & Fahr 2007,,
Rhinolophidae,Rhinolophus,cf. denti,,,2006,Sierra Leone,Bumbuna camp,9.0833,-11.7167,Decker et al. 2010,,
Rhinolophidae,Rhinolophus,cohenae,TM20428,27-Jul-73,1973,South Africa,The Downs,-24.13,30.18,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,cohenae,TM39967,09-Apr-88,1988,South Africa,Blyde River Canyon NR,-24.58,30.78,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,cohenae,TM41901,29-Apr-90,1990,South Africa,Sudwala Caves,-25.39,30.68,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,cohenae,DM7886,28-Sep-04,2004,South Africa,Mountainland NR,-25.43,31.13,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,cohenae,DM8626,12-Sep-12,2012,South Africa,Mountainland NR,-25.43,31.13,Van Cakenberghe & Seamark 2022,Holotype,
Rhinolophidae,Rhinolophus,cohenae,DM14909,07-May-16,2016,South Africa,"Lydenburg, Sterkspruit",-25.1122,30.4758,Monadjem et al. 2020,,
Rhinolophidae,Rhinolophus,cohenae,DM 11559,,NA,South Africa,Mayo,-25.37,30.74,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,cohenae,DM11558,,NA,South Africa,Sudwala Caves,-25.39,30.68,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,damarensis,TM8289,10-Aug-37,1937,Namibia,"Kochina, Karas Mountain",-27.13,18.88,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,damarensis,TM9474,10-Aug-41,1941,Namibia,"Oserikari, Okahandja",-21.97,16.9,Van Cakenberghe & Seamark 2022,Holotype,
Rhinolophidae,Rhinolophus,damarensis,TM12925,10-May-59,1959,Namibia,"Gobabeb, 28 km upstream",-23.63,15.13,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,damarensis,USNM00479221,25-Jan-69,1969,South Africa,Goodhouse,-28.9,18.25,Monadjem et al. 2020,,
Rhinolophidae,Rhinolophus,damarensis,SMM2699,14-Mar-69,1969,Namibia,"Sinclair Mine, Luderitz",-25.63,16.63,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,damarensis,SMM4311,26-Mar-69,1969,Namibia,"Waterberg, 416",-20.63,17.38,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,damarensis,TM16977,29-Jan-70,1970,South Africa,Augrabies Falls NP,-28.6,20.33,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,damarensis,SMM6812,13-Feb-70,1970,Namibia,Daan Viljoen NP,-22.63,16.88,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,damarensis,SMM1351,18-Oct-70,1970,Namibia,"Aus, 22km E",-26.88,16.38,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,damarensis,SMM6780,12-Aug-72,1972,Namibia,Okongava,-22.13,15.88,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,damarensis,SMM6415,16-Nov-74,1974,Angola,Tchivinguiro,-15.13,13.38,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,damarensis,SMM5463,01-Dec-74,1974,Angola,Dolondolo,-13.88,13.13,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,damarensis,SMM10148,17-Oct-75,1975,Namibia,"Oberdorf, Bethanie",-26.13,17.13,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,damarensis,TM27206,03-Feb-77,1977,South Africa,"Prieska, 20km SE",-29.83,22.78,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,damarensis,SMM8092,05-May-78,1978,Namibia,Etosha NP,-19.38,14.63,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,damarensis,SMM7851,03-Jul-78,1978,Namibia,"Outjo, SW of",-20.3,15.83,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,damarensis,KM28202,10-Nov-82,1982,South Africa,Namaqualand,-28.29,16.97,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,damarensis,TM35878,23-Feb-83,1983,South Africa,"Taung, 16km SW",-27.62,24.62,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,damarensis,MMK2837,26-Nov-83,1983,South Africa,"Marydale, 31km NE",-29.18,22.3,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,damarensis,MMK2840,29-Nov-83,1983,South Africa,"Prieska, 26km NW",-29.45,22.62,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,damarensis,MMK2864,30-Nov-83,1983,South Africa,"Prieska, 4km W",-29.63,22.75,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,damarensis,MMK2877,01-Dec-83,1983,South Africa,"Prieska, near",-29.63,22.63,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,damarensis,MMK2880,15-Feb-84,1984,South Africa,"Postmasburg, 25km ENE",-28.2,23.28,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,damarensis,MMK2881,11-Apr-84,1984,South Africa,"Prieska, 23km NNW",-29.47,22.63,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,damarensis,TM37615,05-Nov-84,1984,Namibia,"Maltahohe, 70km W",-24.9,16.28,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,damarensis,MMK2900,07-Jul-85,1985,South Africa,"Griekwastad, 25km NNE",-28.63,23.3,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,damarensis,MMK2912,25-Mar-86,1986,South Africa,"Danielskuil, 10km N",-28.1,23.55,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,damarensis,MMK2810,09-Dec-87,1987,South Africa,"Kakamas, 47km NW",-28.45,20.32,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,damarensis,SMM12215,15-Oct-88,1988,Namibia,Arnhem Cave,-22.7,18.1,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,damarensis,MMK2922,31-Mar-89,1989,South Africa,"Postmasburg, 6km NE",-28.3,23.12,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,damarensis,MMK2926,06-Apr-89,1989,South Africa,Koegelbeen Cave,-28.68,23.37,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,damarensis,MMK1434,06-Apr-89,1989,South Africa,"Koegelbeen Cave, near",-28.63,23.38,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,damarensis,MMK6955,22-May-91,1991,South Africa,Soetfontein Cave,-28.37,23.05,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,damarensis,MMK7097,12-Mar-99,1999,South Africa,"Gamsberg Inselberg, Aggeneys",-29.25,18.92,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,damarensis,MG4007,17-Jun-02,2002,Namibia,Uris,-19.27,17.52,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,damarensis,,,NA,Angola,Benguela,-12.63,13.38,Crawford-Cabral 1989,,
Rhinolophidae,Rhinolophus,damarensis,SMM7071,,NA,Namibia,"Gobabeb, Namib Desert",-23.55,15.05,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,damarensis,LACM041608,,NA,Namibia,"Grootfontein, 40km WNW",-19.38,17.88,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,damarensis,ZMB 3294,,NA,Namibia,Otjimbingwe,-22.38,16.13,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,damarensis,SMM6817,,NA,Namibia,Windhoek,-22.63,17.13,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,TM2103,09-Jun-17,1917,South Africa,"Pretoria, Baviaanspoort",-25.68,28.37,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,TM3994,05-Apr-24,1924,South Africa,Gravelotte,-23.95,30.6,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,TM10017,02-Jul-47,1947,South Africa,"Dongola Kop, Soutpansberg",-22.23,29.68,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,NMZB33383,01-Dec-47,1947,Zimbabwe,Hope Fountain Mission,-20.62,28.62,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,NMZB58390,14-Jan-60,1960,Zimbabwe,"Harare, Atlantica Research Station",-17.75,31,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,NMZB58389,01-Mar-60,1960,Zimbabwe,"Saffron Walden, Farm",-17.87,30.87,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,NMZB58429,22-Jan-61,1961,Zimbabwe,Ziwa Nyanga,-18.12,32.87,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,TM13476,23-Apr-61,1961,South Africa,"Kruger NP, Skukuza Koppies",-25.08,31.6,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,TM13474,27-Apr-61,1961,South Africa,"Kruger NP, Pretoriuskop",-25.17,31.27,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,NMZB13104,07-Sep-61,1961,Zimbabwe,Bulawayo,-20.12,28.58,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,NMZB58428,01-Oct-61,1961,Zimbabwe,"Masvingo, 16km W",-20.12,30.87,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,NMZB58419,29-Dec-64,1964,Zimbabwe,"Chikupu Caves, Bindura",-17.38,31.28,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,NMZB58420,29-Dec-64,1964,Zimbabwe,"Chinhoyi, Baruka Cave",-17.37,30.08,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,NMZB64252,15-Feb-65,1965,Botswana,Savuti R,-18.62,24.12,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,NMZB62048,16-Aug-65,1965,Zimbabwe,Kanyemba,-15.65,30.33,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,NMZB64253,17-Oct-65,1965,Botswana,"Francistown, 32km N",-20.9,27.5,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,USNM00381590,25-Nov-66,1966,South Africa,"Malelane, 12km SW",-25.53,31.54,Monadjem et al. 2020,,
Rhinolophidae,Rhinolophus,darlingi,USNM00425283,20-Sep-67,1967,Zimbabwe,Vumba NP,-19,32.75,Monadjem et al. 2020,,
Rhinolophidae,Rhinolophus,darlingi,USNM00470252,19-Dec-67,1967,Zimbabwe,Great Zimbabwe,-20.28,30.93,Monadjem et al. 2020,,
Rhinolophidae,Rhinolophus,darlingi,DM3273,28-Mar-68,1968,South Africa,"Hluhluwe-Imfolozi Park, HQ",-28.07,32.03,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,NMZB64254,19-May-68,1968,Botswana,"Francistown, 18km S",-21.3,27.5,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,NMZB58407,07-Nov-68,1968,Zimbabwe,Lake McIlwaine,-17.9,30.78,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,NMZB58423,23-Feb-69,1969,Zimbabwe,"Samalema Gorge, Mwenezi R",-21.87,31.37,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,NMZB58432,14-Jan-71,1971,Zimbabwe,Mushandike NP,-20.13,30.63,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,NMZB64264,27-Feb-71,1971,Mozambique,"Kanganatole, 8km N",-18.38,34.38,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,NMZB58373,27-Apr-71,1971,Zimbabwe,"Hwange NP, Main Camp",-18.73,26.95,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,NMZB58434,13-May-71,1971,Zimbabwe,Netridge Farm,-20.12,30.62,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,NMZB58374,27-May-72,1972,Zimbabwe,"Hwange NP, Ngamo Pan",-19.13,27.47,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,NMZB58383,02-Aug-72,1972,Zimbabwe,Dete,-18.62,26.85,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,NMZB58386,23-Aug-72,1972,Zimbabwe,"West Nicholson, 5km W",-21.07,29.37,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,NMZB58408,05-Mar-73,1973,Zimbabwe,"Eirene Farm, Marondera",-18.37,31.62,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,NMZB58413,11-Mar-73,1973,Zimbabwe,"Glenisla, Marondera",-18.18,31.6,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,NMZB58396,13-Mar-73,1973,Zimbabwe,Great Zimbabwe,-20.28,30.93,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,NMZB58375,18-May-73,1973,Zimbabwe,"Lannerhurst Mine, West Nicolson",-21.12,29.37,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,TM20159,08-Jul-73,1973,South Africa,Uitkyk NR,-25.6,31.12,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,TM20394,14-Aug-73,1973,South Africa,"Messina, 75km W",-22.2,29.38,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,TM23578,09-Mar-74,1974,South Africa,"Derdepoort, 8 km S",-24.72,26.28,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,NMZB60728,15-Apr-74,1974,Zimbabwe,"Mangwe, Vashu Farm",-20.87,28.12,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,NMZB60729,16-Apr-74,1974,Zimbabwe,"Cleveden Farm, Mangwe",-20.87,28.12,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,TM24784,18-Oct-74,1974,South Africa,"Vaalwater, 32km NW",-24.22,27.87,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,NMZB33393,31-Oct-74,1974,Zimbabwe,"Mutare, Asbestos Mine",-18.92,32.62,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,NMZB60768,18-Nov-74,1974,Zimbabwe,"Gumela Farm, Kezi",-20.62,28.37,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,NMZB58388,11-Dec-74,1974,Zimbabwe,"Chikwarakwara, Pesu R Gorge",-22.28,31.2,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,NMZB60731,17-Jan-75,1975,Zimbabwe,"Ramofu Cave, Runde",-20,30,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,TM25315,12-Feb-75,1975,South Africa,"Ofcolaco, 13km SW",-24.2,30.28,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,NMZB60734,19-Sep-75,1975,Zimbabwe,"Matobo Hills, Bale Hill Cave",-20.55,28.48,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,NMZB60738,04-Feb-76,1976,Zimbabwe,"Buffalo Range, Chiredzi",-21.03,31.53,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,NMZB62030,13-Feb-78,1978,Zimbabwe,"Harare, Borrowdale",-17.83,31.07,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,TM30047,11-Jul-79,1979,South Africa,"Kruger NP, Stolznek",-25.38,31.38,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,NMZB56220,20-Jan-80,1980,Zimbabwe,"Nyamunyeche, Mvurwi",-16.77,30.95,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,NMZB58181,24-Apr-80,1980,Zimbabwe,St.Carera Farm,-17.5,31,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,TM34592,02-Oct-81,1981,Zimbabwe,Great Zimbabwe,-20.28,30.93,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,TM34661,07-Oct-81,1981,Zimbabwe,"Mutare, Old Mine",-19.08,32.7,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,TM34766,15-Oct-81,1981,Zimbabwe,Rusitu Forest,-20.03,32.98,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,TM35022,01-Nov-81,1981,Zimbabwe,"Matobo Hills, Bale Hill Cave",-20.55,28.48,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,NMZB60987,23-Jan-83,1983,Zimbabwe,"Farm 26, Kwekwe",-18.93,29.82,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,TM36972,19-Apr-84,1984,South Africa,"Kruger NP, Levuvhu Bridge",-22.42,31.18,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,NMZB79465,17-Dec-85,1985,Zimbabwe,Doddieburn Ranch,-21.4,29.35,Monadjem et al. 2020,,Yes
Rhinolophidae,Rhinolophus,darlingi,NMZB80162,29-Jan-86,1986,Zimbabwe,"Esigodini, Willow Park",-20.28,28.83,Monadjem et al. 2020,,Yes
